,"wiki.url","wiki.summary","img_url","img_fn","img_status","img_list",
"Oakleigh","https://en.wikipedia.org/wiki/Oakleigh_East,_Victoria","Oakleigh East is a suburb of Melbourne, Victoria, Australia 16 km south-east of Melbourne's central business district. Its local government area is the City of Monash. At the 2011 Census, Oakleigh East had a population of 5,972.","https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png","Oakleigh.png","Done","['https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Huntingdale","https://en.wikipedia.org/wiki/Huntingdale,_Victoria","Huntingdale is a suburb in Melbourne, Victoria, Australia, 17 km south-east from Melbourne's central business district. Its local government area is the City of Monash. At the 2011 Census, Huntingdale had a population of 1,784.
The suburb has a railway station.","https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png","Huntingdale.png","Done","['https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Aberfeldie","https://en.wikipedia.org/wiki/Aberfeldie,_Victoria","Not to be confused with Aberfeldy, Victoria, a small town located on Mount Lookout, 125 kilometres east of Melbourne.
Aberfeldie is a suburb 9 km north-west of Melbourne, Victoria, Australia. Its local government area is the City of Moonee Valley. At the 2011 census, Aberfeldie had a population of 3,621.
Aberfeldie is bounded in the west by Afton Street, in the north by Buckley Street, in the east by Waverley Street and the edge of Aberfeldie Park, and in the south by the Maribyrnong River.","https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg","Aberfeldie.svg","Done","['https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Essendon","https://en.wikipedia.org/wiki/Essendon_West,_Victoria","Essendon West is a suburb of Melbourne, Victoria, Australia, 11 km north-west of Melbourne's central business district. Its local government area is the City of Moonee Valley. At the 2011 Census, Essendon West had a population of 1,398.
Essendon West is bounded in the west by the Steele Creek, in the north by Rosehill Road, in the east by Afton Street and Hoffmans Road, and in the south by the Maribyrnong River.
Essendon West is primarily residential with a range of housing ranging from inter war Californian Bungalows to post war dwellings to more modern homes.

","https://upload.wikimedia.org/wikipedia/commons/5/5e/Maribyrnong_river_at_West_Essendon.jpg","Essendon.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/5/5e/Maribyrnong_river_at_West_Essendon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Niddrie","https://en.wikipedia.org/wiki/Niddrie,_Victoria","Niddrie is a suburb of Melbourne, Victoria, Australia, 13 km north-west of Melbourne's central business district. Its local government area is the City of Moonee Valley. At the 2011 Census, Niddrie had a population of 4,876.
Niddrie is bounded by the Calder Freeway to the north, Steele Creek to the west, Hoffmans Road to the east and Rosehill Road to the south.","https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg","Niddrie.svg","Done","['https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Travancore","https://en.wikipedia.org/wiki/Travancore,_Victoria","Travancore is a suburb of Melbourne, Victoria, Australia, 5 km north-west of Melbourne's central business district. Its local government area is the City of Moonee Valley. At the 2011 census, Travancore had a population of 1,700.
The suburb is located between the Tullamarine Freeway and Mount Alexander Road, south of Ormond Road, however some of this area is still incorrectly referred to as Ascot Vale. Travancore was initially supposed to encompass the entirety of the area flanked by Ormond and Mount Alexander Rds and the Tullamarine Freeway.
Travancore takes its name from the Travancore Mansion and Estate, a property owned by Henry Madden. Madden purchased the property, previously Flemington House, from the relatives of Hugh Glass in 1906 and renamed the property. Henry exported horses to India (hence the property is named after the Indian state of Travancore). When the land around Travancore Mansion was sub-divided, many of the streets were named in keeping with the Indian theme, such as Lucknow Street, Bengal Street, Cashmere Street and Mangalore Street. Many of the houses reflect the Old English architecture of the former Travancore region of India in the state of Kerala.
The Travancore Mansion was purchased by the Victorian Government and became a special education school. The original Flemington House/Travancore Mansion was demolished in the 1940s. The area is now occupied by Travancore Mental Health Service.
Travancore, only 5 km from Melbourne's CBD, has seen a transformation in recent years following a fire that destroyed the Lombard Paper Factory. This was replaced with residential towers that now flank the suburb on the southern side.","https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png","Travancore.png","Done","['https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Ballan","https://en.wikipedia.org/wiki/Ballan,_Victoria","Ballan /bəˈlæn/ is a small town in the state of Victoria, Australia located on the Werribee River, 78 kilometres (48 mi) northwest of Melbourne. At the 2011 census, Ballan had a population of 2,774.
It is the main administrative centre for the Shire of Moorabool local government area.
During the Victorian Gold Rush, it became an important staging point for coaches travelling to the Ballarat goldfields.","https://upload.wikimedia.org/wikipedia/commons/7/71/Light_Horse%2C_Ballan.jpg","Ballan.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/7/71/Light_Horse%2C_Ballan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Ballan_Inglis_St_001.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/43/Court_house.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Ballan_Post_Office_and_War_Memorial.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Ballan_Mechanic%27s_Institute.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Fisken_and_Inglis_St%27s_Ballan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/BallanTrainStation.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Australia_Victoria_Moorabool_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Speakerlink-new.svg']",
"Buninyong","https://en.wikipedia.org/wiki/Mount_Helen,_Victoria","Mount Helen is a fast-growing southern suburb of Ballarat situated just north of the town of Buninyong in Victoria, Australia on the Canadian Creek. At the 2011 census, the population was 2,718.
Mount Helen, like nearby Mount Clear is characterised by its topography of gently undulating hills flanked by bush and pine plantation forestry. Canadian Creek, runs north to south through the suburb's centre.
Mount Helen is the headquarters of Federation University Australia and the Ballarat Technology Park, a campus style office park with tenants including IBM, and a number of state government offices including the State Revenue Office, collectively employing more than 1,400 people.
Mount Helen once had its own railway station on the Buninyong railway line but the station closed to passengers in 1930. Mount Helen is classed as automobile dependent and traffic along its main roads are some of the heaviest in urban Ballarat with over 15,000 vehicles per day and expected to increase by almost 50% over the next three decades. The main form of public transport is a bus service which runs along the Midland Highway between Bunninyong and northern Ballarat at a frequency of approximately 30 minutes.","https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png","Buninyong.png","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/Australia_Victoria_Ballarat_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Eureka_Flag.svg']",
"Parwan","https://en.wikipedia.org/wiki/Parwan,_Victoria","Parwan is a town in Victoria, Australia, 45 km west of Melbourne's Central Business District. Predominantly Parwan lies within the local government area (LGA) of the Shire of Moorabool but some of Parwan lies within the LGA of the City of Melton. At the 2011 Census, Parwan had a population of 312.

","https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png","Parwan.png","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Australia_Victoria_Moorabool_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Myrniong","https://en.wikipedia.org/wiki/Myrniong,_Victoria","Myrniong (/ˈmɜːrnɒŋ/, locally [ˈmɜːnɔŋ]) is a town in Victoria, Australia. The town is located near the Western Freeway, 72 kilometres (45 mi) north west of the state capital, Melbourne and 15 kilometres (9 mi) west of Bacchus Marsh. Situated close by the Lerderderg River, at the 2011 census, Myrniong had a population of 221. The town is in the eastern area of Shire of Moorabool local government area.
Myrniong was named for the murrnong plant the Aboriginal word for yam daisy, a popular food source. European settlement began in around 1850 with local farmers producing wheat for hungry gold miners at nearby Blackwood. Later production concentrated on beef and dairy.
The Post Office opened on 6 September 1858 as Pentland Hills, was renamed Myrniong in 1872 and closed in 1970.
Myrniong is known for its many bluestone buildings, including the historic Plough Hotel, established in 1859, and the Anglican church. Other attractions in the area include Pykes Creek Reservoir, providing water to the market gardens in nearby Bacchus Marsh and Mount Blackwood, an extinct volcano offering panoramic views over the Wombat State Forest. and Werribee Gorge State Park. An Historic Car Sprint is held in the town each April, and in March an annual music event, 'Myrniong Music in The Park', is a fixture on the Blues music Calendar.

","https://upload.wikimedia.org/wikipedia/commons/b/b2/Myrniong.JPG","Myrniong.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/b/b2/Myrniong.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Australia_Victoria_Moorabool_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Coburg","https://en.wikipedia.org/wiki/Coburg,_Victoria","Coburg is a suburb of Melbourne, Victoria, Australia, 8 km north of Melbourne's central business district. Its local government area is the City of Moreland, although a handful of properties on Coburg's eastern boundary are located in the City of Darebin. At the 2011 Census, Coburg had a population of 24,977.
Coburg's boundaries are Gaffney Street and Murray Road in the north, Elizabeth Street and Merri Creek in the east, Moreland Road in the South and Melville Road, Devon Avenue, Sussex Street and West Street in the west. Coburg is designated one of 26 Principal Activity Centres in the Melbourne 2030 Metropolitan Strategy.

","https://upload.wikimedia.org/wikipedia/commons/8/8b/Sydney_Rd_Coburg.jpg","Coburg.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/8/8b/Sydney_Rd_Coburg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Pentridge.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Hadfield","https://en.wikipedia.org/wiki/Hadfield,_Victoria","Hadfield is a suburb of Melbourne, Victoria, Australia, 13 km north of Melbourne's central business district. Its local government area is the City of Moreland. At the 2011 Census, Hadfield had a population of 5,366.
The suburb of Hadfield is bounded by West Street in the west, South Street and Boundary Road in the south, Sydney Road in the east and Hilton Street in the north. Hadfield is located between Fawkner and Glenroy and falls within the 3046 postcode.
In 2001 Census recorded 5370 people were living in Hadfield. The suburb has high proportions of 5–17 year olds and over 70 year olds in comparison to the City of Moreland average.","https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png","Hadfield.png","Done","['https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Fawkner","https://en.wikipedia.org/wiki/Fawkner,_Victoria","Fawkner is a suburb of Melbourne, Victoria, Australia, 12 km north of Melbourne's central business district. Its local government areas are the City of Moreland and the City of Hume. At the 2011 Census, Fawkner had a population of 12,596.
The major portion within the City of Moreland is bounded by Merri Creek on the east, Sydney Road on the west, the Western Ring Road on the north and Boundary Road on the south separating the suburb from Coburg North. The smaller portion within the City of Hume extends north to Camp Road and Mahoneys Road.","https://upload.wikimedia.org/wikipedia/commons/5/59/Fawkner-Melbourne-aerial.jpg","Fawkner.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/5/59/Fawkner-Melbourne-aerial.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Brunswick","https://en.wikipedia.org/wiki/Brunswick_West,_Victoria","Brunswick West is a suburb of Melbourne, Victoria, Australia, 6 km north from Melbourne's central business district. Its local government area is the City of Moreland. At the 2011 Census, Brunswick West had a population of 13,148.
Brunswick West adjoins Parkville to the south, Moonee Ponds at the Moonee Ponds Creek to the west, Pascoe Vale South and Coburg along Moreland Road to the north, and Brunswick along Grantham, Pearson and Shamrock Streets to the east. Parts of the suburb also borders the Tullamarine Freeway.
Brunswick West is primarily a residential suburb with some light industry.","https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg","Brunswick.svg","Done","['https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Merricks","https://en.wikipedia.org/wiki/Merricks_North,_Victoria","Merricks North is a rural locality in the south side of Victoria, Australia. Its local government area is the Shire of Mornington Peninsula.","https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png","Merricks.png","Done","['https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Flinders","https://en.wikipedia.org/wiki/Shire_of_Flinders_(Victoria)","The Shire of Flinders was a local government area, encompassing the extremity of the Mornington Peninsula, about 65 kilometres (40 mi) south of Melbourne, the state capital of Victoria, Australia. The shire covered an area of 324 square kilometres (125.1 sq mi), and existed from 1874 until 1994.

","https://upload.wikimedia.org/wikipedia/en/0/03/Flinders_Council_1994.jpg","Flinders.jpg","Done","['https://upload.wikimedia.org/wikipedia/en/0/03/Flinders_Council_1994.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Old_lga_Flinders.png']",
"Baxter","https://en.wikipedia.org/wiki/Baxter,_Victoria","Baxter is a township and rural locality in Melbourne, Victoria, Australia, beyond the urban area. Its local government area is the Shire of Mornington Peninsula. It is served by Baxter railway station on the Stony Point greater-metropolitan line.
Originally named Baxter's Flat, Baxter was founded by pastoralist Benjamin Baxter, who lived in a property named Carrup Carrup - the Aboriginal name. The property still exists today on what is now the Frankston-Flinders road, as does the original cottage he and his wife Martha lived in. Benjamin Baxter died in 1892 and his gravestone, found in the Frankston Cemetery, reads ""Benjamin Baxter, late of h. m. 50th regiment. Died at Currup Currup 15 May 1892, aged 87. Also Martha, beloved wife of above 31 January 1906 age 94 years"".
It was at Baxter's Flat that the railway to Mornington and Stony Point (built in the late 1880s) separated. The station was called Mornington Junction before being changed to Baxter, however its role as a junction ended in the 1980s with the closure of the Mornington line. The early township grew around the railway station and a Post Office named Mornington Junction opened on December 1, 1892 (Baxter from 1918) 
Other historic cottages in the area include a primitive 1850s homestead called Eurutta (formerly Sage's Cottage), and a 1920s American-style residence called Mulberry Hill.
Baxter Primary School was established in 1890.","https://upload.wikimedia.org/wikipedia/commons/3/34/Baxter%2C_Victoria_panorama.jpg","Baxter.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/3/34/Baxter%2C_Victoria_panorama.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Rosebud","https://en.wikipedia.org/wiki/Rosebud_West,_Victoria","Rosebud West is a suburb in Melbourne, Victoria, Australia. Its local government area is the Shire of Mornington Peninsula.
A distinguishing landmark feature of Rosebud West is the Tootgarook Swamp, the largest example left of a shallow freshwater marsh in the Port Phillip bay region. The swamp is also described by Melbourne water as a ground water dependent ecosystem. The 381 hectare swamp is found on the lower section of the Mornington Peninsula, called the Nepean Peninsula in Victoria, Australia. A large portion of the Tootgarook Swamp is inappropriately zoned as residential and industrial, with roughly half of the actual swamp inside the green wedge and half within the urban growth boundary.
Rosebud West Post Office opened on 12 January 1938 and closed around 1996.","https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png","Rosebud.png","Done","['https://upload.wikimedia.org/wikipedia/commons/2/2c/Victoria_locator-MJC.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Barfold","https://en.wikipedia.org/wiki/Barfold,_Victoria","Barfold is a locality situated on the Heathcote-Kyneton Road (C326) in Victoria, Australia. It has a community hall, Barfold Hall, and an Anglican church, Barfold Union Church.
A significant geological feature in the area is the Barfold Gorge, a four kilometre long gorge which is up to 80 metres deep and has two waterfalls, basalt columns and a lava cave.
A Barfold Post Office opened on 1 November 1861, some distance to the south of the present township. It was renamed Langley in 1867 when a new Barfold office was renamed from Emberton which had been open a few months. This closed in 1957, as did Langley in 1970
Barfold was the birthplace of William Watt, Premier of Victoria in 1912 and 1913.","https://upload.wikimedia.org/wikipedia/commons/0/00/Barfold_Hall.jpg","Barfold.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/0/00/Barfold_Hall.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Australia_Victoria_Mount_Alexander_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Campbells Creek","https://en.wikipedia.org/wiki/Campbells_Creek,_Victoria","Campbells Creek is a town in Victoria, Australia.","https://upload.wikimedia.org/wikipedia/commons/0/0a/Campbells_Creek_Victoria_Five_Flags.jpg","Campbells Creek.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/0/0a/Campbells_Creek_Victoria_Five_Flags.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Australia_Victoria_Mount_Alexander_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg']",
"Castlemaine","https://en.wikipedia.org/wiki/Castlemaine,_Victoria","Castlemaine (/ˈkæsəlmeɪn/) is a small city in Victoria, Australia, in the goldfields region of Victoria about 120 kilometres northwest by road from Melbourne and about 40 kilometres from the major provincial centre of Bendigo. It is the administrative and economic centre of the Shire of Mount Alexander. The population at the 2011 Census was 6,751.
It was named by the chief goldfield commissioner, Captain W. Wright, in honour of his Irish uncle, Viscount Castlemaine.
Castlemaine began as a gold rush boomtown in 1851 and developed into a major regional centre, being officially proclaimed a City on 4 December 1965, although since declining in population.
It is home to many cultural institutions including the Theatre Royal, the oldest continuously operating theatre in mainland Australia.","https://upload.wikimedia.org/wikipedia/commons/4/40/CastlemaineStation.JPG","Castlemaine.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/4/40/CastlemaineStation.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/CastlemaineArtGallery.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Castlemaine_from_burke_and_wills_memorial_lookout.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/CastlemaineHarryLawsonBust.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/CastlemainePostOffice.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Mount_Alexander_Diggings.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/CastlemaineTownHall.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/de/Forest_Creek_%28Castlemaine%2C_Victoria%29_1852.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Barker_street_castlemaine_1908.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Chinese_leaving_for_the_diggings._Cobb_%26_Co._coach%2C_Castlemaine..jpeg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Australia_Victoria_Mount_Alexander_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Chewton","https://en.wikipedia.org/wiki/Chewton,_Victoria","Chewton is a town in central Victoria, Australia in the Shire of Mount Alexander local government area, 116 kilometres north west of the state capital, Melbourne. At the 2006 census, Chewton had a population of 403.","https://upload.wikimedia.org/wikipedia/commons/3/3b/Chewton_Victoria.jpg","Chewton.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/3/3b/Chewton_Victoria.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Australia_Victoria_Mount_Alexander_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Caramut","https://en.wikipedia.org/wiki/Caramut,_Victoria","Caramut /ˈkærəmət/ is a town in the Western District of Victoria, Australia on the Hamilton Highway. It is in the Shire of Moyne local government area and the federal Division of Wannon. At the 2006 census, Caramut and the surrounding area had a population of 392.","https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png","Caramut.png","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Australia_Victoria_Moyne_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Framlingham","https://en.wikipedia.org/wiki/Framlingham,_Victoria","Framlingham was an Aboriginal reserve established by the Board for the Protection of Aborigines in Victoria, Australia in 1861. It was located beside the Hopkins River in the territory of the Girai wurrung near the boundary with the Gunditjmara, not too far from Warrnambool on the south-west coast of the state. The reserve operated until it was closed in 1916, with the aboriginal community continuing to the present.","https://upload.wikimedia.org/wikipedia/commons/1/12/Australia_Victoria_Moyne_Shire_location_map.svg","Framlingham.svg","Done","['https://upload.wikimedia.org/wikipedia/commons/1/12/Australia_Victoria_Moyne_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/en/3/3f/Australian_Aboriginal_Flag.svg']",
"Garvoc","https://en.wikipedia.org/wiki/County_of_Hampden,_Victoria","The County of Hampden is one of the 37 counties of Victoria which are part of the cadastral divisions of Australia, used for land titles. The County is in the Western District of Victoria bounded by Lake Corangamite in the east and the Hopkins River in the west. In the north and south the County was bounded approximately by the existing roads, now the Glenelg Highway and the Princes Highway. Larger towns include Terang and Skipton . The County was proclaimed in 1849.","https://upload.wikimedia.org/wikipedia/commons/7/7e/Hampden.PNG","Garvoc.png","Done","['https://upload.wikimedia.org/wikipedia/commons/7/7e/Hampden.PNG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png']",
"Hawkesdale","https://en.wikipedia.org/wiki/Hawkesdale,_Victoria","Hawkesdale /ˈhɔːksdeɪl/ is a town in the Western District of Victoria, Australia on the Penshurst-Warrnambool Road. It is in the Shire of Moyne local government area and the federal Division of Wannon. At the 2006 census, Hawkesdale and the surrounding area had a population of 399.","https://upload.wikimedia.org/wikipedia/commons/0/05/Hawksedale_Pub_Stevage.jpg","Hawkesdale.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/0/05/Hawksedale_Pub_Stevage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Hawkesdale_Pool_exterior_stevage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Australia_Victoria_Moyne_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Acheron","https://en.wikipedia.org/wiki/Acheron,_Victoria","Acheron is a small town in Victoria, Australia. At the 2011 census, Acheron had a population of 270.","https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png","Acheron.png","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Australia_Victoria_Murrindindi_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Alexandra","https://en.wikipedia.org/wiki/Alexandra,_Victoria","Alexandra is a town in Victoria, Australia. Located at the junction of the Goulburn Valley Highway (B340) and Maroondah Highway (B360), 26 kilometres west of Eildon, in the Shire of Murrindindi local government area. At the 2011 census, Alexandra had a population of 2,656.","https://upload.wikimedia.org/wikipedia/commons/e/e4/Alexandra_Victoria_Grant_Street.jpg","Alexandra.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/e/e4/Alexandra_Victoria_Grant_Street.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/AlexandraPrincessAlexandra.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Australia_Alexandra_Brass_Band%2C_1906.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/AlexandraPostOffice.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/22/AlexandraBillsHorseTrough.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/AlexandraLibrary.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Alexandra_Victoria_aerial.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/AlexandraBuilding1.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Australia_Alexandra_Fire_Brigade_Band%2C_1912.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Australia_Victoria_Murrindindi_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
